UVIG	Taxon_oid	Scaffold_oid	Coordinates ('whole' if the UViG is the entire contig)	Ecosystem classification	vOTU	Length	Topology	geNomad score	Confidence	Estimated completeness	Estimated contamination	MIUViG quality	Gene content (total genes;cds;tRNA;geNomad marker)	Taxonomic classification	Taxonomic classification method	Host taxonomy prediction	Host prediction method	Sequence origin (doi)
IMGVR_UViG_7000000586_000001	7000000586	C78548	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08509504	6903	Linear	0.9806	High-confidence	23.43	0	Genome fragment	7;7;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007950_000006	3300007950	Ga0114315_101139	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01770514	6737	Linear	0.9817	High-confidence	22.87	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300032168_000146	3300032168	Ga0316593_10000627	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_00570906	6735	Linear	0.9811	High-confidence	22.86	0	Genome fragment	10;10;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022073_000052	3300022073	Ga0232666_10001553	whole	Environmental;Terrestrial;Deep subsurface;Rock	vOTU_03826907	6674	Linear	0.9754	High-confidence	22.65	0	Genome fragment	13;13;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007365_000003	3300007365	Ga0104975_10136	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01674377	6594	Linear	0.9818	High-confidence	22.38	0	Genome fragment	9;9;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000198_000006	7000000198	SRS024482_LANL_scaffold_6359	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_08496709	6535	Linear	0.9805	High-confidence	22.18	0	Genome fragment	9;9;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300005289_000171	3300005289	Ga0065704_10074111	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_01151427	6522	Linear	0.9809	High-confidence	22.14	0	Genome fragment	12;12;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008657_000003	3300008657	Ga0111472_100993	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01954742	6519	Linear	0.9759	High-confidence	22.13	0	Genome fragment	8;8;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300008657_000004	3300008657	Ga0111472_101006	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01954743	6474	Linear	0.9816	High-confidence	21.98	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000458_000001	7000000458	SRS045606_WUGC_scaffold_28723	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01954743	6473	Linear	0.982	High-confidence	21.97	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000476_000001	7000000476	SRS058213_LANL_scaffold_5542	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08506030	6373	Linear	0.978	High-confidence	21.63	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000196_000001	7000000196	C114439	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01649326	6364	Linear	0.9808	High-confidence	21.6	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013870_000009	3300013870	Ga0181465_102731	whole	Engineered;Built environment;Spacecraft Assembly Cleanrooms;Gowning room	vOTU_02827256	6339	Direct terminal repeat	0.9757	High-confidence	21.52	0	Genome fragment	13;13;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000529_000004	7000000529	SRS017820_Baylor_scaffold_685	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770408	6141	Linear	0.9821	High-confidence	20.85	0	Genome fragment	9;9;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007936_000005	3300007936	Ga0114095_100158	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770410	6128	Linear	0.9525	High-confidence	20.8	0	Genome fragment	12;12;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007528_000002	3300007528	Ga0104321_100002	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01696151	6101	Linear	0.9584	High-confidence	20.7	0	Genome fragment	12;12;0;12	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007745_000002	3300007745	Ga0105577_10212	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01757410	6009	Linear	0.9762	High-confidence	20.4	0	Genome fragment	13;13;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300036453_000001	3300036453	Ga0394118_000691	whole	Environmental;Aquatic;Freshwater;Ice	vOTU_06615783	5946	Linear	0.9811	High-confidence	20.18	0	Genome fragment	10;10;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000548_000003	7000000548	SRS050484_LANL_scaffold_324	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08508182	5933	Linear	0.9781	High-confidence	20.14	0	Genome fragment	4;4;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000697_000001	7000000697	C143938	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08512544	5902	Linear	0.9792	High-confidence	20.04	0	Genome fragment	5;5;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300006021_000027	3300006021	Ga0058700_1001164	whole	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	vOTU_01332699	5891	Linear	0.9801	High-confidence	20	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013872_000005	3300013872	Ga0181463_1001871	whole	Engineered;Built environment;Spacecraft Assembly Cleanrooms;Gowning room	vOTU_02827306	5841	Linear	0.976	High-confidence	19.83	0	Genome fragment	8;8;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013260_000008	3300013260	Ga0118643_100026	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01649327	5778	Linear	0.9817	High-confidence	19.62	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012464_000003	3300012464	Ga0118258_100053	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665208	5718	Linear	0.9813	High-confidence	19.41	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000273_000001	7000000273	C180527	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01757408	5674	Linear	0.9812	High-confidence	19.26	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300030753_000010	3300030753	Ga0268248_100876	whole	Host-associated;Plants;Phyllosphere;Phylloplane/Leaf	vOTU_05405305	5476	Linear	0.9769	High-confidence	18.59	0	Genome fragment	11;11;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007875_000002	3300007875	Ga0111537_10002	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768727	5443	Linear	0.9807	High-confidence	18.48	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300022693_002176	3300022693	Ga0247392_1013347	whole	Environmental;Aquatic;Marine;Sediment	vOTU_04078905	5286	Linear	0.9694	High-confidence	17.94	0	Genome fragment	11;11;0;11	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001392_001068	3300001392	Lau_10014958	whole	Environmental;Aquatic;Marine;Hydrothermal vents	vOTU_00820728	5253	Linear	0.9698	High-confidence	17.83	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300023060_000009	3300023060	Ga0224519_1000331	whole	Environmental;Terrestrial;Soil;Wetlands	vOTU_04145586	5193	Linear	0.9778	High-confidence	17.63	0	Genome fragment	6;6;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013605_000002	3300013605	Ga0118239_10024	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02808974	5174	Linear	0.9808	High-confidence	17.56	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007922_000004	3300007922	Ga0111563_100200	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770032	5122	Linear	0.9797	High-confidence	17.39	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000711_000001	7000000711	C231906	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_08512787	5102	Linear	0.9791	High-confidence	17.32	0	Genome fragment	7;7;0;7	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300003167_000016	3300003167	JGI25826J46367_100306	whole	Environmental;Air;Outdoor Air;Unclassified	vOTU_01016731	5083	Linear	0.9823	High-confidence	17.26	0	Genome fragment	10;10;0;10	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000413_000003	7000000413	SRS019986_Baylor_scaffold_1807	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768731	4972	Linear	0.9773	High-confidence	16.88	0	Genome fragment	6;6;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013419_000005	3300013419	Ga0117972_10172	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02654645	4943	Linear	0.9802	High-confidence	16.78	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300009791_000016	3300009791	Ga0105235_101752	whole	Environmental;Aquatic;Marine;Oceanic	vOTU_02319391	4931	Linear	0.9787	High-confidence	16.74	0	Genome fragment	6;6;0;6	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000548_000002	7000000548	C472959	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768721	4908	Linear	0.9819	High-confidence	16.66	0	Genome fragment	9;9;0;9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007943_000007	3300007943	Ga0114265_10253	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01770499	4880	Linear	0.9808	High-confidence	16.57	0	Genome fragment	5;5;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000679_000003	7000000679	C100037	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_00856438	4861	Linear	0.9811	High-confidence	16.5	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013569_000007	3300013569	Ga0118141_10008	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02822427	4826	Linear	0.9779	High-confidence	16.38	0	Genome fragment	6;6;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_7000000685_000001	7000000685	C113095	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01915577	4822	Linear	0.9751	High-confidence	16.37	0	Genome fragment	6;6;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300032031_000024	3300032031	Ga0326364_1156588	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_05745986	4684	Linear	0.9817	High-confidence	15.9	0	Genome fragment	8;8;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007875_000003	3300007875	Ga0111537_10005	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768729	4602	Linear	0.9811	High-confidence	15.62	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007876_000009	3300007876	Ga0111087_100663	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01768740	4601	Linear	0.9804	High-confidence	15.62	0	Genome fragment	5;5;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012576_000009	3300012576	Ga0118178_100018	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667437	4501	Linear	0.9759	High-confidence	15.28	0	Genome fragment	7;7;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013457_000012	3300013457	Ga0118614_10021	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02667437	4487	Linear	0.976	High-confidence	15.23	0	Genome fragment	7;7;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007310_000005	3300007310	Ga0104966_10179	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_01657889	4463	Linear	0.9726	High-confidence	15.15	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;;;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012426_000004	3300012426	Ga0118233_10245	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604648	4450	Linear	0.979	High-confidence	15.11	0	Genome fragment	5;5;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013260_000012	3300013260	Ga0118643_100046	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604648	4365	Linear	0.9788	High-confidence	14.82	0	Genome fragment	5;5;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300011351_000004	3300011351	Ga0118464_10237	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604648	4299	Linear	0.9776	High-confidence	14.59	0	Genome fragment	5;5;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300011342_000004	3300011342	Ga0118584_10006	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604616	4247	Linear	0.9794	High-confidence	14.42	0	Genome fragment	5;5;0;5	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_2619619216_000001	2619619216	2619677845	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_00234366	4185	Linear	0.9803	High-confidence	14.21	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	Isolate taxonomy	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300012453_000012	3300012453	Ga0118566_100073	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02665179	4117	Linear	0.9582	High-confidence	13.98	0	Genome fragment	3;3;0;2	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300007934_000004	3300007934	Ga0114086_10047	whole	Host-associated;Mammals: Human;Respiratory system;Nasal cavity	vOTU_01628694	4018	Linear	0.9815	High-confidence	13.64	0	Genome fragment	9;9;0;8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001511_000003	3300001511	M534_100683	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_00856545	4010	Linear	0.9784	High-confidence	13.61	0	Genome fragment	6;6;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300013189_000005	3300013189	Ga0118500_100772	whole	Host-associated;Mammals: Human;Integumentary system;Skin	vOTU_02604616	4009	Linear	0.9784	High-confidence	13.61	0	Genome fragment	4;4;0;4	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;	geNomad	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;;	CRISPR spacer match	geNomad v1.1.0 (10.5281/zenodo.7015982)
